"gene","SE_Intercept","SE_batch_B_vs_A","SE_batch_C_vs_A","SE_condition_treated_vs_control"
"gene_1074",0.257693053428264,0.315760193172418,0.313087909627038,0.255480933030805
"gene_1075",0.121118202200449,0.15377501470368,0.14661807540981,0.123226042711783
"gene_1076",0.0890672355488351,0.109226763568175,0.109002721550265,0.0890989468768518
"gene_1077",0.115272919382937,0.14088642265979,0.141673947356678,0.115361480680835
"gene_1078",0.0880253590325887,0.10781584459548,0.107919724820735,0.088095824468384
"gene_1079",0.121920464129946,0.148648210596089,0.148419522554238,0.121219542598646
"gene_1080",0.0829868946246941,0.101713939632065,0.101527734103527,0.0829609055821382
"gene_1081",0.129574122871413,0.158174560136537,0.157796400509783,0.128777638012551
"gene_1082",0.428343900267,0.522459302307828,0.516051190638997,0.424121137745034
"gene_1083",0.114281707437583,0.139180774851714,0.141160134573316,0.114522009818395
"gene_1084",0.449693012950926,0.552185049392369,0.547393560708033,0.449093169905342
"gene_1085",0.0994704707857524,0.122490279992689,0.121741204236665,0.0996904426787989
"gene_1086",0.11239624099765,0.137447431214817,0.137897983571514,0.112548510702069
"gene_1087",0.088611174454368,0.108427749964145,0.108555812227258,0.0885799964968508
"gene_1088",0.139581047387421,0.170633688455629,0.171766739906981,0.139888084165793
"gene_1089",0.18737391805729,0.227866685364831,0.230064812214449,0.186656708619381
"gene_1090",0.40059706099952,0.477015571556788,0.483146450778979,0.390059392807662
"gene_1091",0.0764328985511627,0.093637955617893,0.093598446267307,0.0764424888746787
"gene_1092",0.206892552107082,0.261615215273429,0.255807644786981,0.211980012550069
"gene_1093",0.0741167058747335,0.0908050248596824,0.0906734733228003,0.0740882573499374
"gene_1094",0.43517656224927,0.531896196619226,0.537248145438277,0.434886604680976
"gene_1095",0.219571733847844,0.269267100062567,0.27049505913345,0.220500256292173
"gene_1096",0.0802567123064814,0.098384824309707,0.0984942573698676,0.0803509201348361
"gene_1097",0.113853190450287,0.139301602457958,0.140170350440214,0.114104601724538
"gene_1098",0.0834835321175006,0.101757937282043,0.102405799998856,0.083274410450379
"gene_1099",0.0874567296875177,0.106878432507547,0.107134432742929,0.0873473648310651
"gene_1100",0.305941694041573,0.372847000229795,0.374625548656531,0.304230169410962
"gene_1101",0.0826984304464357,0.101030715841097,0.101082285337691,0.0824384855625622
"gene_1102",0.150797064529355,0.184977348642017,0.184165792332732,0.150810026323907
"gene_1103",0.0893560324871366,0.109391208384399,0.109408854062558,0.0893111064585017
"gene_1104",0.226896272057384,0.270148400839918,0.279954628725644,0.224327348452305
"gene_1105",0.0844964253722015,0.103645733946895,0.103343074811661,0.0845456136633234
"gene_1106",0.0827372299582599,0.101321851560709,0.101406704824705,0.0827700535295626
"gene_1107",0.154089955327504,0.188134611637494,0.186857365118205,0.15267799836143
"gene_1108",0.429310733602344,0.525288681381421,0.531245537204555,0.429609527406784
"gene_1109",0.0790946537260852,0.0970291832616402,0.0970768938010798,0.0792427502483532
"gene_1110",0.0933317675666804,0.114129462100578,0.114276508476566,0.0932450038823109
"gene_1111",0.370742231630952,0.43811497499629,0.470906398699659,0.369101979122309
"gene_1112",0.110586171803831,0.135224845789585,0.1363185528632,0.110894737756334
"gene_1113",0.13114219043095,0.159602740745771,0.161423435702029,0.131027551537143
"gene_1114",0.11462376956075,0.140246016086328,0.140587561903635,0.114588181426632
"gene_1115",0.0828100300534071,0.101432813190834,0.101430978749722,0.0828209135573223
"gene_1116",0.223858635812723,0.269150855147783,0.270134307912339,0.218803761080015
"gene_1117",0.0839717491310981,0.102825161264771,0.102838200513887,0.0839572819504047
"gene_1118",0.0782150405130862,0.0959104619153724,0.0956276780696672,0.0782130003047028
"gene_1119",0.0811379095415982,0.0992449966185725,0.0994010888064712,0.0810499853580105
"gene_1120",0.0884982882666569,0.107987548676278,0.108388942209168,0.0882604697875236
"gene_1121",0.088273008748752,0.108016206250872,0.107916499163213,0.0881051694359436
"gene_1122",0.148213185741967,0.182143458503709,0.182926852389097,0.149302785444297
"gene_1123",0.179473548928242,0.216968505820948,0.218854850091467,0.177552267581569
"gene_1124",0.0884184090747791,0.108319211527493,0.108478377978195,0.0885341554707144
"gene_1125",0.0948508646587241,0.116149590627123,0.116116321114884,0.0948080847623131
"gene_1126",0.253844131107428,0.305733023960623,0.314896817587185,0.252798875288282
"gene_1127",0.0968074083312435,0.119652126409708,0.119122665491568,0.0974609018617105
"gene_1128",0.182572564761921,0.222692058169818,0.227686971413225,0.184015239472988
"gene_1129",0.275018687784844,0.328855490744571,0.335244939111875,0.271464306587035
"gene_1130",0.11942862092855,0.145860674924945,0.146081079384858,0.119103412109576
"gene_1131",0.091869253616456,0.112599724509434,0.112397799413967,0.0918903074097272
"gene_1132",0.160279172920856,0.196821841515143,0.195457618901099,0.160104037462274
"gene_1133",0.122467817339742,0.14898525688104,0.151717125811704,0.122792630797671
"gene_1134",0.255172072792045,0.305463349967544,0.316680754084111,0.252951707946267
"gene_1135",0.115002205236939,0.141038684924112,0.140013729875546,0.114582353265482
"gene_1136",0.418979357285498,0.508962421358555,0.523027747985968,0.421369217388428
"gene_1137",0.0791589401785808,0.0970409387586945,0.0969216237382486,0.0792121910419757
"gene_1138",0.157049108270029,0.192223347923901,0.191988673938623,0.156661151312246
"gene_1139",0.0798643625816418,0.0975336579084691,0.0975642698855097,0.0795735023745166
"gene_1140",0.0924592577219277,0.113083389350681,0.11339435170937,0.0924780531961775
"gene_1141",0.400527327766932,0.496735667209598,0.485069934827871,0.399800292350212
"gene_1142",0.0917089659321937,0.112268141047263,0.112260968178925,0.0916830554278782
"gene_1143",0.231996439628175,0.290044685850049,0.283542107854638,0.23532938880767
"gene_1144",0.105317044251876,0.128518317011055,0.128466172129674,0.104834313044231
"gene_1145",0.202846941755492,0.246135220614745,0.249212953643811,0.201546275571546
"gene_1146",0.200877397581828,0.245161577719695,0.246041972252116,0.200147610447946
"gene_1147",0.103776553436977,0.126711990338643,0.127073984002911,0.103517242435861
"gene_1148",0.187418217323108,0.22635466858917,0.226622447316632,0.184903983821349
"gene_1149",0.0912492413151017,0.111740099037629,0.111764696833558,0.0912433158795642
"gene_1150",0.162356431382639,0.198473112080581,0.196498815633225,0.160936726073255
"gene_1151",0.0919111118359191,0.112734518086221,0.112739062209131,0.0920950630540962
"gene_1152",0.0712364165185632,0.0872206698747516,0.0870687011153504,0.071104846348431
"gene_1153",0.492464213833674,0.611145229795335,0.602118661388479,0.494369650719728
"gene_1154",0.217986591568022,0.262998843797698,0.267978600097726,0.21515321115575
"gene_1155",0.0937172021310875,0.114871595827325,0.114933355399195,0.0938364898346513
"gene_1156",0.0776398375354423,0.0951205907840513,0.095110791679036,0.0776666390579573
"gene_1157",0.0858054318784416,0.105002631297273,0.10502894909155,0.0857309463367799
"gene_1158",0.204173492176089,0.248357573448973,0.250007711309443,0.202334352776091
"gene_1159",0.0952655412713328,0.116648265386402,0.116722879477426,0.0952801072027003
"gene_1160",0.121948335568857,0.15001569266877,0.148590037962045,0.121878011165873
"gene_1161",0.0891396112989505,0.109152724389385,0.109190110438629,0.089140282013114
"gene_1162",0.139479242429706,0.171293197621388,0.172689399258661,0.140591982783857
"gene_1163",0.183895892314588,0.224163932131576,0.224847397658874,0.18333457026077
"gene_1164",0.105763200599893,0.129687215874647,0.130130590587546,0.106218167348463
"gene_1165",0.106471673564054,0.129458679817785,0.129879174853763,0.105828050632943
"gene_1166",0.0858224931486123,0.105183264221556,0.105370810420025,0.086045729932974
"gene_1167",0.0872218497980928,0.106819796101834,0.106795065570868,0.0872062540327675
"gene_1168",0.111738137745884,0.136520059330043,0.135941936027887,0.110981998216417
"gene_1169",0.0943241915407055,0.115676745958038,0.11549799065651,0.0943687300466157
"gene_1170",0.219837650494953,0.268623078834788,0.269978934004946,0.220112213344042
"gene_1171",0.176051770315921,0.213753142544232,0.21378561535046,0.174296338223984
"gene_1172",0.186668381347931,0.229188202124674,0.227487441230504,0.186008559895463
"gene_1173",0.0864069110777222,0.105723104829225,0.10578241568521,0.0863280029045808
"gene_1174",0.423395233442049,0.517458436117249,0.51321893785055,0.418866195568079
"gene_1175",0.114428318628818,0.139518238473372,0.139142909372214,0.11358880594909
"gene_1176",0.102519825134508,0.125456836697887,0.125656119570331,0.102551082947329
"gene_1177",0.107396363652796,0.13172249785844,0.131627767231499,0.10754952865668
"gene_1178",0.128594086890796,0.156741782051172,0.157841857192315,0.128412332690371
"gene_1179",0.100885589295047,0.123660949137944,0.12377610858136,0.101067314157086
"gene_1180",0.170672600487019,0.206104288581105,0.209994850997314,0.169377086018398
"gene_1181",0.0873536021250843,0.106945443135932,0.106999751261992,0.0873395659152173
"gene_1182",0.420353293260012,0.515414038640026,0.513148427954967,0.41820211622051
"gene_1183",0.093530549907299,0.113556147572533,0.114434209000889,0.0927791368989524
"gene_1184",0.082416306031189,0.101073891418506,0.101006604777444,0.0825361557786613
"gene_1185",0.090435733838685,0.110995058339883,0.110930028830059,0.0906429733292345
"gene_1186",0.250228711205478,0.305607546789728,0.306040234326566,0.248762641554297
"gene_1187",0.0924281778323291,0.113172274180758,0.113189278900694,0.092406670492812
"gene_1188",0.13899307770057,0.170059638514599,0.170874288255592,0.139270315179169
"gene_1189",0.17201943274107,0.212552216744295,0.209859285294872,0.172306342642671
"gene_1190",0.0920218758652087,0.112592831004692,0.112782874649346,0.0919901106679131
"gene_1191",0.10189884831301,0.124756815786236,0.124751724100228,0.10184630731747
"gene_1192",0.305571260174176,0.377227634402061,0.372966362105305,0.306452205257777
"gene_1193",0.328540146349897,0.398590536376983,0.382678946732693,0.315976001428444
"gene_1194",0.0905018984319922,0.110795463946045,0.110919474641262,0.0905207220189234
"gene_1195",0.39386216603544,0.474112443043929,0.468748658737877,0.381650731875774
"gene_1196",0.0840763240210307,0.103992490736603,0.10381149408743,0.0848498331576421
"gene_1197",0.116397381487966,0.141843359384172,0.143856599352904,0.116731664905663
"gene_1198",0.129585754897706,0.157803892566629,0.157854182739265,0.128927846409443
"gene_1199",0.0963209746458073,0.118101516712223,0.117826506163992,0.096271990357418
"gene_1200",0.0904530018875455,0.110801793673682,0.110775599328841,0.0904614048957202
"gene_1201",0.0870830812072037,0.10664047739731,0.106655074954688,0.0870777509560318
"gene_1202",0.104960898659161,0.127739477559581,0.127982428317272,0.104327126681379
"gene_1203",0.0982274807044659,0.119843753459172,0.120531633625222,0.0981345413752765
"gene_1204",0.111922859424969,0.137138346088991,0.136519952664706,0.111652082613522
"gene_1205",0.106423871232353,0.130334830414476,0.130284937072177,0.106376274728429
"gene_1206",0.422497638536419,0.508028837742675,0.504803281244469,0.408809299248543
"gene_1207",0.0798262035037877,0.0977808815820869,0.0977782504075999,0.079834068951449
"gene_1208",0.177222153311011,0.216305264115063,0.216816834291058,0.176723482188077
"gene_1209",0.118742367829037,0.147116840402602,0.146434679323942,0.120283106123894
"gene_1210",0.0945870007585914,0.11606158222307,0.115622817828822,0.0945468041796897
"gene_1211",0.102008108892439,0.124609032670567,0.124656913659646,0.101733383608065
"gene_1212",0.161657950724043,0.197519962813567,0.197020440003533,0.160782016250061
"gene_1213",0.101743645870644,0.124973368665502,0.124556719041212,0.101939278224816
"gene_1214",0.213907029759643,0.264428703405869,0.261751663404955,0.215213703275105
"gene_1215",0.211973991391836,0.264382403179769,0.260456629933826,0.214849220509382
"gene_1216",0.0982160283637794,0.120118584270751,0.120603402464047,0.0982748148814045
"gene_1217",0.106313199465611,0.12991700758298,0.130241711123975,0.106175294815026
"gene_1218",0.164230093728833,0.201476110650496,0.201789671986559,0.164966260629059
"gene_1219",0.0904929721358458,0.111634834348292,0.111768391318141,0.091219386625213
"gene_1220",0.133654102322951,0.162349347422187,0.164729865172044,0.133563604935885
"gene_1221",0.32454927769789,0.397817716756053,0.40012017880295,0.326238486678018
"gene_1222",0.0902361750979633,0.110672513542489,0.110700178627729,0.0904517380703315
"gene_1223",0.0843491625475226,0.103475913755056,0.103993187269575,0.0846943386931965
"gene_1224",0.126645728282764,0.154145700694935,0.157082889651473,0.127140579632096
"gene_1225",0.0773497160360295,0.094741582129188,0.0945379544547358,0.0772493109808482
"gene_1226",0.136045664037292,0.165983101060663,0.166285714931927,0.13552996151407
"gene_1227",0.0826136320741866,0.100992454252646,0.101305140073848,0.0825354463316269
"gene_1228",0.0861398883298061,0.105519709884001,0.105809894726026,0.0863147581143406
"gene_1229",0.115572178600152,0.141507160259638,0.140513729143531,0.115066357406593
"gene_1230",0.108696503021936,0.13349933877963,0.132903262048335,0.108742543080585
"gene_1231",0.0918331882720889,0.112071805758015,0.112208338774073,0.0915502679737042
"gene_1232",0.133279440562186,0.16312828711379,0.16451650733103,0.133863718383152
"gene_1233",0.155077241387368,0.19073075191041,0.189676460077379,0.155201340885904
"gene_1234",0.0973374126253778,0.11914044154926,0.119112433180472,0.0972570883123532
"gene_1235",0.22018566664854,0.267813245868961,0.268865132908223,0.218802034966116
"gene_1236",0.0841623835610118,0.103033573154439,0.103077296371544,0.0841381179710764
"gene_1237",0.244773052451148,0.296121603100744,0.304120422280986,0.244462523403812
"gene_1238",0.0870539246214942,0.106206465097872,0.105821638583716,0.0864698764231636
"gene_1239",0.0878244164567508,0.107146819878021,0.107442036292222,0.087514425762991
"gene_1240",0.18402549885963,0.223999485319961,0.225478219568503,0.18338212628094
"gene_1241",0.0724321756962239,0.088680643799446,0.0886894559649522,0.0724027857228552
"gene_1242",0.189422547627786,0.2330155928571,0.230102434365274,0.189099556102257
"gene_1243",0.447883904137283,0.555393887941664,0.544761890024026,0.448796964643086
"gene_1244",0.0936006257089824,0.114891918765952,0.114570141891147,0.0936850751699587
"gene_1245",0.118220227994808,0.144053622440306,0.144400915095827,0.117638748198471
"gene_1246",0.0779143307532616,0.0953874168235414,0.0954900818069945,0.0779261872597791
"gene_1247",0.106413882618693,0.130151516127902,0.129199268370271,0.105755826384326
"gene_1248",0.0978202422206904,0.119740222623034,0.119915569243566,0.0978136437941918
"gene_1249",0.372246191257195,0.46786326346192,0.455346690059504,0.377624172538185
"gene_1250",0.0992880127295013,0.121380588864435,0.12157199134596,0.0991768146254255
"gene_1251",0.306936565416772,0.374943183029922,0.374753909919673,0.305732261337549
"gene_1252",0.12707107054374,0.154783665456604,0.155375050194728,0.126476271260831
"gene_1253",0.426795083862522,0.516999968755271,0.5280662646892,0.428478107673718
"gene_1254",0.118624824539836,0.145824240490783,0.145887630101226,0.119265427562782
"gene_1255",0.0907098917813463,0.111034324727895,0.111209290236171,0.0907150166162383
"gene_1256",0.154675314206109,0.190063628939029,0.188864825849821,0.154663317923413
"gene_1257",0.101610368245726,0.124121691599215,0.124386336967508,0.101390559623079
"gene_1258",0.123502341823648,0.152126824937485,0.151854854206699,0.123867039160479
"gene_1259",0.208347328481802,0.254407741601776,0.254772571351737,0.207961099250335
"gene_1260",0.0863693081146952,0.105766712287972,0.105793356731059,0.086361560927151
"gene_1261",0.275792399571828,0.335221128915088,0.336970702141385,0.273937152470625
"gene_1262",0.102657950985248,0.125653248915909,0.125759632462627,0.102628335856923
"gene_1263",0.110402164761263,0.136108128031113,0.1366017509039,0.111157773888931
"gene_1264",0.102950731785474,0.12587779468962,0.126049909761619,0.102793915149873
"gene_1265",0.147378679420464,0.181435765999325,0.180693263145341,0.147862970932669
"gene_1266",0.143603689613344,0.17607542082884,0.177494765631241,0.144688522215003
"gene_1267",0.0981846147097948,0.120225978516533,0.120270842544583,0.0981741431776408
"gene_1268",0.0794352533370666,0.097241091038213,0.0975371928771929,0.0795491146526129
"gene_1269",0.149709060311925,0.186967948240922,0.192975825657414,0.1571192288688
"gene_1270",0.158548379279628,0.192212858747808,0.191878428126206,0.156033038181138
"gene_1271",0.112659431173884,0.13651782968107,0.139702572894339,0.112753960942808
"gene_1272",0.126023946294804,0.154534694236699,0.153410305848793,0.12550913001458
"gene_1273",0.0925442512835677,0.113367075574948,0.11333968693192,0.0925561819849078
"gene_1274",0.0887097066615512,0.108548643585988,0.108872428187713,0.0887559106090723
"gene_1275",0.110395221233312,0.135300933303942,0.135053194937718,0.110325644212429
"gene_1276",0.123678061509712,0.151252481973935,0.152418846980192,0.124150694998046
"gene_1277",0.128581729629062,0.157673304206055,0.15824948773736,0.129151922569484
"gene_1278",0.0865898850705012,0.106043779502876,0.105985062662989,0.0865336224401455
"gene_1279",0.0990086161616965,0.123748738240845,0.125108948271159,0.102321509074306
"gene_1280",0.15490095897164,0.189075440465418,0.196820616108974,0.158305784841671
"gene_1281",0.25998296078675,0.317441324857077,0.323257492835344,0.261766490378323
"gene_1282",0.159473846476731,0.195393845372426,0.194575898134523,0.159077878881935
"gene_1283",0.130235737900375,0.159344950867088,0.158944201791829,0.129721634809658
"gene_1284",0.396321426593719,0.477306229981515,0.472194704635082,0.384901710923813
"gene_1285",0.105014845090768,0.129910815624875,0.12991349076552,0.106398636544222
"gene_1286",0.0944155860333064,0.115820929254997,0.115486591818905,0.0944202128997719
"gene_1287",0.366960552560944,0.439285449203771,0.439663877050939,0.358984984771642
"gene_1288",0.229885306140462,0.282257687615955,0.281552831897061,0.230266812822453
"gene_1289",0.395222613422916,0.492281138575342,0.483595273294671,0.39791796862988
"gene_1290",0.148709416341965,0.187385905873304,0.187633998683421,0.15443406435954
"gene_1291",0.0912569123709385,0.111474568594818,0.111684568963254,0.0911058954190829
"gene_1292",0.105823298123938,0.129419873413711,0.129224154409273,0.105492548602584
"gene_1293",0.143720825453313,0.174365584087583,0.177449540109601,0.143430339758297
"gene_1294",0.251429000928111,0.30797163278206,0.306315028055184,0.250320473228842
"gene_1295",0.117328318626348,0.143019021220284,0.143139054900796,0.11674897029504
"gene_1296",0.15738003477784,0.193015448338161,0.192771410585505,0.157518120037827
"gene_1297",0.0888587172097585,0.108657540797767,0.108628490852076,0.0886365675146508
"gene_1298",0.14394268214382,0.176231886981101,0.178154645308139,0.144877200344279
"gene_1299",0.178880921738393,0.218171046810415,0.220619959413221,0.179095608984986
"gene_1300",0.0724884282191216,0.0887512999402598,0.088772139781426,0.0724721532529679
"gene_1301",0.11577419499896,0.141444367516797,0.141517098928467,0.115455392344628
"gene_1302",0.328235368395071,0.399310477412501,0.41517024239182,0.333192517143494
"gene_1303",0.412492829136153,0.504882034535782,0.50793239396452,0.413897173690177
"gene_1304",0.233220048941053,0.284923354786528,0.287592221266652,0.23397273467095
"gene_1305",0.275472035467269,0.32813752633402,0.328899367373458,0.264087685484638
"gene_1306",0.101721390728277,0.124580403181866,0.124936824101772,0.102047002020291
"gene_1307",0.0971455761608179,0.118782093663382,0.119268216173035,0.0972095493082279
"gene_1308",0.221990073175408,0.268091552797422,0.275885389993094,0.221960274958659
"gene_1309",0.154525209210991,0.187487498160146,0.188750548124998,0.153384902784043
"gene_1310",0.105532442537078,0.129170503485259,0.130047544511336,0.105867487842795
"gene_1311",0.106190008948998,0.130575592615553,0.130246459639085,0.106582412126689
"gene_1312",0.0991410154784313,0.121242084347726,0.12089566459485,0.098743832568465
"gene_1313",0.0916054754714482,0.11204478192915,0.111962500282051,0.0914137590660664
"gene_1314",0.0788446026366649,0.0963994578553556,0.0965390080259511,0.0787337280551443
"gene_1315",0.0871886773771941,0.10661396912183,0.106732734133804,0.0870443574572224
"gene_1316",0.160838523793849,0.199260102034856,0.199784284452798,0.163643185263165
"gene_1317",0.162045511797816,0.198641382900286,0.200417376533066,0.162714505278711
"gene_1318",0.286724920188466,0.353541567674884,0.350360410548327,0.286333399567881
"gene_1319",0.0979772667351578,0.119355187696143,0.121250373073578,0.0982679826398727
"gene_1320",0.373205089552218,0.450677812392871,0.455323554540468,0.369269598110621
"gene_1321",0.0803502696653655,0.0984313376691067,0.0984292670229403,0.080381898356291
"gene_1322",0.203017122351797,0.249515217814048,0.251190001051973,0.204533271852602
"gene_1323",0.151381268465278,0.183956481015687,0.187091901469364,0.151537958115805
"gene_1324",0.124123009247948,0.153208826434413,0.151368338952656,0.124388553954734
"gene_1325",0.126904226956688,0.153642574517665,0.153732813005224,0.12544998570403
"gene_1326",0.0915670679684278,0.11305148588704,0.11346397381375,0.0926493785142081
"gene_1327",0.229389615998788,0.276688926392774,0.276944992236058,0.226227373310092
"gene_1328",0.157305169740565,0.191926520258684,0.192547343035143,0.156768873275506
"gene_1329",0.170577181691116,0.207494887059046,0.208910378541611,0.169600867574926
"gene_1330",0.418838167093112,0.515967170182923,0.520138475559627,0.423334002348302
"gene_1331",0.120891990437252,0.14909439765367,0.149343804814719,0.122101717124249
"gene_1332",0.0901331524847156,0.110209026661826,0.110162003165121,0.0899021462045128
"gene_1333",0.0774092388006209,0.0948284965344711,0.0947473638665893,0.0774011159222241
"gene_1334",0.0908655147884729,0.111140497202869,0.111563030160674,0.0909467275873073
"gene_1335",0.140417432720846,0.171912955622687,0.170921027333699,0.140050166870714
"gene_1336",0.11065745760455,0.135335560770735,0.135873356230386,0.110778619328356
"gene_1337",0.156375924681486,0.191824307003111,0.191296800405174,0.156389191989649
"gene_1338",0.100862239616173,0.123517648706541,0.123263940362523,0.100711719921729
"gene_1339",0.222891996896486,0.271176335462269,0.270140738184485,0.221036350810001
"gene_1340",0.187089902243952,0.229372949292036,0.230094898934709,0.187731869394159
"gene_1341",0.198702847126327,0.243672803483905,0.242115168356655,0.198250715534699
"gene_1342",0.0955536081291488,0.116994569166474,0.116918616509342,0.0954619001168398
"gene_1343",0.180030733023448,0.22288820368936,0.225501382754215,0.184047622801172
"gene_1344",0.197201008291951,0.238971753654443,0.241871604587325,0.196732664130294
"gene_1345",0.1309109538321,0.160770200955894,0.160354556364848,0.131259993478067
"gene_1346",0.161860965201054,0.196277575391301,0.203020428736546,0.162889533886326
"gene_1347",0.205282641861555,0.251775749916211,0.25096742882945,0.205423797245501
"gene_1348",0.172513107996587,0.210606119665865,0.210949789624821,0.172010933796622
"gene_1349",0.0861745759000401,0.105602161151209,0.105617811444434,0.0862477290439722
"gene_1350",0.113346800369604,0.138826594186587,0.138934898671516,0.113431409320715
"gene_1351",0.0900249641010133,0.110230208427833,0.110256767780085,0.0900163168862679
"gene_1352",0.0863384687233617,0.105666812643741,0.105710368892995,0.0862836933812515
"gene_1353",0.129489273385333,0.158446283027492,0.159522967170615,0.129721187265973
"gene_1354",0.0901952239295426,0.110465582758709,0.110481713894827,0.0901990776328074
"gene_1355",0.202099066651883,0.246137123665008,0.252183816441972,0.203971114055136
"gene_1356",0.115221955510007,0.143561810936828,0.143120580794964,0.117727572689031
"gene_1357",0.0890720962290455,0.109265672706941,0.109261044232789,0.0892696582274488
"gene_1358",0.23966193980837,0.291277873183213,0.288221950383452,0.235831113751264
"gene_1359",0.0797825183110786,0.0978594587418666,0.0977859113965039,0.0799231302177895
"gene_1360",0.0813378347052211,0.0998976857890472,0.0994748326616136,0.0814201864884862
"gene_1361",0.263836898058343,0.319997005217313,0.322217575439321,0.261466725416786
"gene_1362",0.260892621934327,0.320053351254583,0.320666253502954,0.261979770443532
"gene_1363",0.30351149924016,0.369634695254287,0.388365787783729,0.311152898807125
"gene_1364",0.195810983312787,0.241416734368812,0.238469446893361,0.195463681175954
"gene_1365",0.0960787576995782,0.117779301499556,0.117677646155878,0.0961668979703594
"gene_1366",0.134866049396146,0.164971935110672,0.164278897798758,0.134346474043843
"gene_1367",0.160269540110948,0.195162052368426,0.19676011306363,0.15990742789866
"gene_1368",0.0966272961752425,0.118334451198604,0.118294025632435,0.0965975312490999
"gene_1369",0.147136207591494,0.17845340122153,0.180663357184115,0.146504444571872
"gene_1370",0.0929080777917505,0.113427880104588,0.113968803585108,0.0927163545691228
"gene_1371",0.102477156655259,0.12635480938896,0.125351080723064,0.102852342166709
"gene_1372",0.0868666057327122,0.106383540433653,0.106379941358991,0.086857551426293
"gene_1373",0.188933434854476,0.230920728984321,0.231390698588815,0.188704220961245
"gene_1374",0.100172258963724,0.122685147673923,0.12255567627152,0.100034680877753
"gene_1375",0.167609258248783,0.206158531418163,0.203320300163221,0.167327011828684
"gene_1376",0.102795749508799,0.125583522161669,0.125953040247703,0.102640095196694
"gene_1377",0.089566619106139,0.109663222631121,0.109667417345435,0.0895359854278329
"gene_1378",0.276997232669246,0.344388087836184,0.338588158165553,0.279390203749809
"gene_1379",0.082313654766265,0.100509357548735,0.101070726099296,0.0822910870162211
"gene_1380",0.10194268344023,0.124932973088056,0.124565322769047,0.10187535231734
"gene_1381",0.1030606126254,0.126012581922421,0.127069701959061,0.103424604326889
"gene_1382",0.0757193770174147,0.0927169570282405,0.0927613361951862,0.0757229300338573
"gene_1383",0.219495268951798,0.266284960583455,0.266302029828379,0.216564089342994
"gene_1384",0.331128679759365,0.40193197985944,0.405715192827928,0.32954008959477
"gene_1385",0.221272337384676,0.267279450664916,0.269957441353501,0.218185472835668
"gene_1386",0.130155823184571,0.158707193120512,0.161190759104518,0.130798881089883
"gene_1387",0.133020125456113,0.163328254943885,0.164090933881228,0.134070464091151
"gene_1388",0.0751816309314979,0.091956355270293,0.0920146077843068,0.0750659758911021
"gene_1389",0.0801339877014309,0.0980780301556718,0.0982294104718223,0.0801489084563584
"gene_1390",0.0976974077762665,0.119585630556849,0.119726297203729,0.097690029751157
"gene_1391",0.149006729102701,0.183336041592629,0.181895192887683,0.149208946388913
"gene_1392",0.0835597696469269,0.102333525448313,0.102354197372353,0.0835611506053393
"gene_1393",0.247137508143071,0.303989719248327,0.305051550473242,0.249004936082762
"gene_1394",0.183318165372264,0.223429956353178,0.225572424598212,0.183023206735103
"gene_1395",0.211274163416831,0.256327549176554,0.259538383046167,0.210521478303584
"gene_1396",0.0878509385442014,0.1074694689859,0.107555376993306,0.0877501172527536
"gene_1397",0.382934452663231,0.466368520620326,0.472152904693945,0.382876662571739
"gene_1398",0.101555507152915,0.124696821425802,0.124165547346592,0.101633125392863
"gene_1399",0.0890742610794757,0.10911022667864,0.109124891806085,0.0891001743841524
"gene_1400",0.0888215614671129,0.108984436065694,0.109064068002264,0.0890437916978975
"gene_1401",0.0916960686095735,0.112360855230639,0.11221342989455,0.0916702006191116
"gene_1402",0.13113162838509,0.160346780030261,0.161053575107347,0.131122966201519
"gene_1403",0.2559982271372,0.309858496520991,0.313015283455819,0.253880372149814
"gene_1404",0.188550731797123,0.232568021212467,0.232043455822884,0.190303674841349
"gene_1405",0.113683589244096,0.141553596623568,0.140708796574272,0.115751775224037
"gene_1406",0.0992154876329348,0.121361784603648,0.121289927743733,0.0990020996914569
"gene_1407",0.0863745254467045,0.105722688229048,0.105422646408047,0.0860948832387856
"gene_1408",0.148145074614342,0.181465591051884,0.181282795085356,0.148113436468892
"gene_1409",0.0951884858402868,0.11636650572822,0.116115814338492,0.0946891610818367
"gene_1410",0.0972196468699922,0.119235571600763,0.118596325202386,0.0970478292776317
"gene_1411",0.155434914655022,0.192230969490018,0.190544381878674,0.15665002172799
"gene_1412",0.119888300803528,0.147206008754542,0.14779092732903,0.12062662889319
"gene_1413",0.232918184689628,0.284521587799297,0.28202559858871,0.230731870394945
"gene_1414",0.0872777338238669,0.106882917617606,0.106905324704088,0.0872830992548196
"gene_1415",0.178960426291827,0.220102005498907,0.219062721039858,0.179558426024615
"gene_1416",0.0841671742288905,0.103095748346746,0.10305071359088,0.0841652788076217
"gene_1417",0.117347068988054,0.143535756163512,0.143805597280249,0.117226161134908
"gene_1418",0.0894865069678568,0.109570090514599,0.109628341692868,0.0894892220168627
"gene_1419",0.383340010496119,0.464982263062338,0.466605618578797,0.378878438752132
"gene_1420",0.101576538572891,0.124385309203721,0.124555903852183,0.101660568075265
"gene_1421",0.0926076027246265,0.113338211949661,0.11355256653666,0.0926592424268824
"gene_1422",0.190388242204468,0.230854338483128,0.234524837098257,0.189396920572094
"gene_1423",0.130503495027756,0.159654725752594,0.159956177435719,0.130397571693562
